SerialNo,Tdate,Scope,ItemNo,ItemName,ValMax,ValBig,ValAvg,ValLow,ValMin,IndustryType1,IndustryType2,IndustryType3
20210118000388,2019/12,S,JY-TIR,技术投入比率（％）,1.3,1.2,1,0.7,0.5,煤炭工业,0101,B06
20210118005388,2019/12,A,650,应收账款周转率（次）,11.9,8.6,6.5,4,1.8,电力生产业,011301,D441
20210118003103,2019/12,A,648,净资产收益率（％）,10.7,8.1,4.4,-0.5,-4.4,金属工具制造业,01110101,C332
20210118006985,2019/12,M,JY-CPAR,资本保值增值率（％）,108.8,102.1,100.3,93.6,88.2,房屋和土木工程建筑业,0201,null
20210118003867,2019/12,L,YL-ROC,资本收益率（％）,17.4,13.9,6.1,-0.9,-13.3,交通运输设备制造业,011104,C36
20210118009216,2019/12,M,650,应收账款周转率（次）,30,21.3,14.6,12.8,10.3,粮食业,0503,F511
20210118005313,2019/12,M,YL,一、盈利能力状况,,,,,,电力热力燃气工业,0113,
20210118010934,2019/12,A,658,流动资产周转率（次）,2.5,1.6,1,0.6,0.4,农业,1001,A01
20210118005858,2019/12,M,717,现金流动负债比率（％）,32.1,23.2,11,6.9,-6.3,电力供应业,011302,D442
20210118007794,2019/12,A,YL-ROC,资本收益率（％）,6.3,3.2,1,-2.2,-5.7,轨道交通业,030302,G5412
20210118002147,2019/12,L,703,总资产报酬率（％）,10.1,7.6,4,1.9,-3.5,食品工业,0107,C13
20210118007092,2019/12,L,BC-EVAR,经济增加值率（％）,13.4,7.9,3,0.2,-2.8,房屋建筑业,020101,E47
20210118003513,2019/12,S,6007,已获利息倍数,4.6,2.7,1.6,-1,-6.3,专用设备制造业,011103,C35
20210118009448,2019/12,S,ZC-NPAR,不良资产比率（％）,0.8,1.4,3.4,12.1,27.7,住宿和餐饮业,06,H61
20210118000175,2019/12,L,ZC-NPAR,不良资产比率（％）,0.1,0.8,2.3,5.9,9.7,工业,01,B
20210118011550,2019/12,A,YL,一、盈利能力状况,,,,,,地方电子工业,1210,
20210118010123,2019/12,A,JY-TIR,技术投入比率（％）,1.7,1.1,0.6,0.3,0.1,公共设施管理业,0802,N78
20210118006165,2019/12,A,652,存货周转率（次）,10.3,9,5.2,3.6,2.1,采盐业,011501,B103
20210118011682,2019/12,A,YL,一、盈利能力状况,,,,,,地方建筑业,13,
20210118000591,2019/12,L,BC-EVAR,经济增加值率（％）,8,4.3,0.8,-6.4,-10.9,天然原油和天然气开采业,010201,B07
20210118008955,2019/12,L,ZC-RRCA,资产现金回收率（％）,17.3,12.4,3.8,-0.3,-14.2,物资贸易,0502,F516
20210118000153,2019/12,A,6024,销售（营业）增长率（％）,19.7,13.6,6.3,-10,-20.2,工业,01,B
20210118002092,2019/12,S,ZW,三、债务风险状况,,,,,,森林工业,0106,
20210118008132,2019/12,S,612,资产负债率（％）,53.6,58.5,63.6,73.9,88.1,机场,030501,G5631
20210118006205,2019/12,L,648,净资产收益率（％）,20.5,17.3,11.7,7.4,-0.3,酒和饮料制造业,011502,C15
20210118003503,2019/12,S,640,成本费用利润率（％）,8.3,6.6,3.7,-4.4,-14.7,专用设备制造业,011103,C35
20210118003807,2019/12,A,ZC-RRCA,资产现金回收率（％）,10.6,5.3,0.6,-3.4,-7.8,电子和电工机械专用设备制造业,01110306,null
20210118003679,2019/12,A,602,速动比率（％）,152.1,127,83.7,68.2,54.7,化工木材非金属加工设备制造业,01110302,null
20210118002839,2019/12,S,648,净资产收益率（％）,17.3,12.4,7.6,-1.2,-8.1,医药工业,0110,C27
20210118010766,2019/12,A,662,总资产周转率（次）,1.6,0.9,0.4,0.3,0.2,文化艺术业,0903,R87
20210118006393,2019/12,A,697,总资产增长率（％）,14,11.1,4.3,-4.4,-13.7,制茶业,01150203,C1530
20210118006091,2019/12,M,ZW-CLR,或有负债比率（％）,0.1,2.3,4.6,12.8,21.7,轻工业,0115,null
20210118001529,2019/12,A,658,流动资产周转率（次）,2.9,2.1,1.4,0.8,0.4,化学工业,0105,B1020
20210118001386,2019/12,A,YL,一、盈利能力状况,,,,,,砖瓦石材及其他建筑材料制造业,010404,
20210118010539,2019/12,A,ZC-RRCA,资产现金回收率（％）,15,9.4,1.4,-1.5,-6.4,市政公用业,0808,D443
20210118000451,2019/12,L,JY-CPAR,资本保值增值率（％）,107.6,105.9,102.9,99.5,98,石油石化工业,0102,B07
20210118010979,2019/12,L,6025,销售（营业）利润增长率（％）,20.1,14.4,3,-16.1,-30.4,农业,1001,A01
20210118004551,2019/12,A,BC-EVAR,经济增加值率（％）,12,5.2,0.3,-7,-16.8,电机制造业,01110501,C381
20210118000088,2019/12,M,JY-CPAR,资本保值增值率（％）,112.2,108.4,105.1,100.4,92.1,全国国有企业,00,null
20210118003233,2019/12,M,BC-CAR,资本积累率（％）,41.1,23.7,7.7,-4.8,-14.3,通用设备制造业,011102,C34
20210118003851,2019/12,A,6025,销售（营业）利润增长率（％）,18.2,7.4,0.7,-14.8,-23,交通运输设备制造业,011104,C36
20210118003757,2019/12,A,BC-LJ,两金占流动资产比重（％）,26.4,32.9,44.3,52.9,56,农林牧渔水利业机械制造业,01110304,null
20210118010814,2019/12,A,6025,销售（营业）利润增长率（％）,21.9,13,4.6,-13.9,-26.3,农林牧渔业,10,A01
20210118007478,2019/12,S,JY,四、经营增长状况,,,,,,交通运输仓储及邮政业,03,
20210118011690,2019/12,A,662,总资产周转率（次）,0.9,0.5,0.4,0.2,0.1,地方建筑业,13,null
20210118007919,2019/12,M,BC-CAR,资本积累率（％）,43.2,32.7,7.5,0.8,-12.8,水上运输业,0304,G55
20210118011129,2019/12,A,662,总资产周转率（次）,1.1,0.8,0.6,0.5,0.3,渔业,1004,A04
20210118004826,2019/12,A,662,总资产周转率（次）,1.2,0.9,0.6,0.4,0.2,通用仪器仪表制造业,01110601,C401
20210118004581,2019/12,A,652,存货周转率（次）,9.9,6.4,3.9,3,2.7,输配电及控制设备制造业,01110502,C382
20210118001972,2019/12,A,JY-TIR,技术投入比率（％）,1.7,1.4,1.1,0.7,0.2,农药制造业,010507,C263
20210118002511,2019/12,L,6016,销售（营业）利润率（％）,10.8,5.3,2.2,-3.5,-10.3,纺织工业,0109,C17
20210118001570,2019/12,L,ZW-CLR,或有负债比率（％）,0.3,1.5,6.4,15.3,22.8,化学工业,0105,B1020
20210118009710,2019/12,M,662,总资产周转率（次）,0.7,0.6,0.5,0.3,0.2,房地产业,07,K70
20210118011372,2019/12,A,JY,四、经营增长状况,,,,,,地方森林工业,1205,
20210118007454,2019/12,M,BC-RC,成本费用占营业总收入比重（％）,50.2,72,94.6,104.6,116.2,交通运输仓储及邮政业,03,G53
20210118007677,2019/12,S,6024,销售（营业）增长率（％）,22.5,15.9,3.7,-12.1,-21.7,道路运输业,0302,G54
20210118002666,2019/12,A,BC,五、补充资料,,,,,,毛纺织业,010902,
20210118002261,2019/12,A,717,现金流动负债比率（％）,17,11.4,6.3,-0.5,-6.5,食品加工业,010701,C13
20210118011509,2019/12,A,JY-TIR,技术投入比率（％）,2.7,2.3,1.8,1,0.9,地方机械工业,1209,null
20210118005037,2019/12,M,6024,销售（营业）增长率（％）,19.7,12.6,5.5,-2.2,-6.9,电子工业,0112,C39
20210118005106,2019/12,A,697,总资产增长率（％）,20.5,15.5,8.2,-0.8,-6.9,通信设备制造业,011201,C392
20210118003726,2019/12,A,BC-EVAR,经济增加值率（％）,6.5,3.2,0.3,-3.5,-8.4,轻纺设备制造业,01110303,C355
20210118008254,2019/12,S,YL-SCPM,盈余现金保障倍数,21.3,8.6,1,-3.2,-10.2,仓储业,0306,G59
20210118010158,2019/12,A,652,存货周转率（次）,24.4,16.4,5.4,3.6,3.1,科研设计企业,0803,M73
20210118009904,2019/12,A,YL-SCPM,盈余现金保障倍数,11.3,5.4,0.9,-0.8,-4,物业管理业,0702,null
20210118002290,2019/12,A,ZW,三、债务风险状况,,,,,,食品制造业,010702,
20210118006488,2019/12,A,JY,四、经营增长状况,,,,,,家具制造业,011505,
20210118002893,2019/12,A,JY-CPAR,资本保值增值率（％）,115.8,111.2,106.7,101.5,93.6,化学药品制造业,011001,C2710
20210118011623,2019/12,A,ZC,二、资产质量状况,,,,,,地方水生产与供应业,1212,
20210118003396,2019/12,A,BC-EVAR,经济增加值率（％）,10.2,4.7,-0.9,-5.8,-11.2,轴承制造业,01110204,C345
20210118005573,2019/12,L,BC-RC,成本费用占营业总收入比重（％）,86.2,92.7,97.4,105,115.1,火力发电业,01130101,D4411
20210118001827,2019/12,A,ZC-RRCA,资产现金回收率（％）,9.7,5.1,1.4,-5,-10,日用和化学产品制造业,010503,null
20210118011726,2019/12,A,658,流动资产周转率（次）,2,1.2,0.8,0.5,0.4,地方交通运输仓储及邮政业,14,null
20210118010915,2019/12,S,JY-TIR,技术投入比率（％）,0.5,0.4,0.3,0.2,0.1,农林牧渔业,10,A01
20210118010685,2019/12,A,BC,五、补充资料,,,,,,传播与文化业,09,
20210118002101,2019/12,S,JY-CPAR,资本保值增值率（％）,102.5,101.4,100.8,88.3,81.4,森林工业,0106,C20
20210118004881,2019/12,A,BC-EVAR,经济增加值率（％）,16.2,9.3,2.3,-2.7,-22.8,专用仪器仪表制造业,01110602,C402
20210118010558,2019/12,A,BC-EBITDAR,EBITDA率（％）,35,24.6,14.7,-5.2,-13.8,市政公用业,0808,D443
20210118011175,2019/12,A,6024,销售（营业）增长率（％）,24.9,16.2,10.9,-3.2,-15.9,地方国有企业,11,null
20210118011323,2019/12,A,YL-SCPM,盈余现金保障倍数,9.1,4,1.7,0,-1.5,地方化学工业,1204,null
20210118007106,2019/12,M,658,流动资产周转率（次）,1.7,1.1,0.6,0.2,0.1,房屋建筑业,020101,E47
20210118010216,2019/12,A,ZW-CLR,或有负债比率（％）,0.1,0.5,1,1.9,3.3,大旅游,0804,L727
20210118001760,2019/12,S,658,流动资产周转率（次）,4.5,3.1,1.3,1,0.8,基础化学原料制造业,010501,C261
20210118007489,2019/12,S,BC-EBITDAR,EBITDA率（％）,12.8,8.9,4.8,3.2,0.9,交通运输仓储及邮政业,03,G53
20210118011159,2019/12,A,640,成本费用利润率（％）,11.7,8.3,5.1,1.8,-5.5,地方国有企业,11,null
20210118008590,2019/12,S,ZC-NPAR,不良资产比率（％）,0.6,1.1,3,5.4,9.1,批发和零售贸易业,05,F51
20210118008194,2019/12,L,ZC-NPAR,不良资产比率（％）,0.1,0.2,2.1,6.3,13.7,仓储业,0306,G59
20210118010737,2019/12,A,ZC-RRCA,资产现金回收率（％）,13.9,7.6,3,-4.6,-9.6,广播电影电视业,0902,R86
20210118005054,2019/12,S,640,成本费用利润率（％）,15.1,10,7,-1.5,-10.2,电子工业,0112,C39
20210118007346,2019/12,A,JY,四、经营增长状况,,,,,,建筑装饰业,0203,
20210118002499,2019/12,A,697,总资产增长率（％）,8.7,6.2,3.4,-2.7,-7.9,纺织工业,0109,C17
20210118001801,2019/12,A,ZW-CLR,或有负债比率（％）,0.8,2,6.9,15.8,23.3,肥料制造业,010502,C262
20210118004629,2019/12,A,650,应收账款周转率（次）,16.2,13.2,9.1,5.4,3,家用电器制造业,01110504,C385
20210118005928,2019/12,A,6024,销售（营业）增长率（％）,20.8,12.7,7.7,-3.5,-20.6,热力生产和供应业,011303,D443
20210118004713,2019/12,A,652,存货周转率（次）,7.8,4.3,2.2,1.3,0.8,仪器仪表及文化办公用制造业,011106,null
20210118007885,2019/12,L,BC-EBITDAR,EBITDA率（％）,13.3,9.7,6.8,3.8,-1.6,水上运输业,0304,G55
20210118000809,2019/12,A,717,现金流动负债比率（％）,11.1,8.8,7.9,6.6,-5,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118004681,2019/12,A,BC-LJ,两金占流动资产比重（％）,48.1,56.4,59.4,61,69.4,照明器具制造业,01110505,C387
20210118007764,2019/12,A,650,应收账款周转率（次）,16.2,12.1,8.1,3.7,2.4,公共电汽车客运业,030301,G5411
20210118009041,2019/12,S,BC-CAR,资本积累率（％）,21.1,14.1,9.1,0.5,-12.1,物资贸易,0502,F516
20210118006339,2019/12,A,6016,销售（营业）利润率（％）,22.7,15.7,8,0.2,-5.8,啤酒制造业,01150202,C1513
20210118000369,2019/12,S,YL-ROC,资本收益率（％）,11.9,6.7,4,-7.4,-15.4,煤炭工业,0101,B06
20210118002053,2019/12,M,ZC,二、资产质量状况,,,,,,森林工业,0106,
20210118009393,2019/12,L,6024,销售（营业）增长率（％）,20.4,11.6,2.9,-5.1,-12.4,住宿和餐饮业,06,H61
20210118000378,2019/12,S,6007,已获利息倍数,6.5,4.3,1.5,0.3,-3.4,煤炭工业,0101,B06
20210118007065,2019/12,L,6016,销售（营业）利润率（％）,4.8,3.5,2.7,1,0.5,房屋建筑业,020101,E47
20210118006774,2019/12,A,650,应收账款周转率（次）,8.1,5.4,3.5,2.1,1.5,建筑业,02,E47
20210118001769,2019/12,S,JY,四、经营增长状况,,,,,,基础化学原料制造业,010501,
20210118002484,2019/12,A,650,应收账款周转率（次）,23.7,15.5,9.2,5.3,2.8,纺织工业,0109,C17
20210118010355,2019/12,A,BC,五、补充资料,,,,,,投资公司,0805,
20210118009325,2019/12,A,ZW-CLR,或有负债比率（％）,1.7,3.9,6.2,8.2,10.4,粮油仓储,050302,G591
20210118008382,2019/12,S,YL,一、盈利能力状况,,,,,,信息技术服务业,04,
20210118003845,2019/12,A,717,现金流动负债比率（％）,22.4,15.2,7.2,-0.9,-20.3,交通运输设备制造业,011104,C36
20210118010426,2019/12,A,BC-EBITDAR,EBITDA率（％）,24.3,18.8,12.6,4.9,-3.5,经营性投资公司,080502,null
20210118006175,2019/12,A,YL-SCPM,盈余现金保障倍数,9.1,3,1.4,-0.4,-0.9,酒和饮料制造业,011502,C15
20210118004612,2019/12,A,JY-TIR,技术投入比率（％）,3.4,2.9,2.2,1.8,1.2,电工器材制造业,01110503,C383
20210118004182,2019/12,A,697,总资产增长率（％）,17.8,11.9,7.3,-0.1,-7.7,汽车零部件及配件制造业,0111040202,null
20210118003265,2019/12,S,BC-EBITDAR,EBITDA率（％）,17.7,13.7,7.3,-0.7,-10.1,通用设备制造业,011102,C34
20210118010701,2019/12,A,650,应收账款周转率（次）,36.1,19.5,5.2,2.4,1.5,出版业,0901,R852
20210118001975,2019/12,A,BC-LJ,两金占流动资产比重（％）,15.6,30.9,49.1,59.2,61.9,农药制造业,010507,C263
20210118009535,2019/12,L,BC-EBITDAR,EBITDA率（％）,25.1,17.6,5.8,-4.3,-13.2,住宿业,0601,H61
20210118000910,2019/12,S,ZW-CLR,或有负债比率（％）,0.1,2.3,4.6,9.7,15.3,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118003059,2019/12,S,6025,销售（营业）利润增长率（％）,16,5.7,0.9,-3.8,-8.8,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118007981,2019/12,A,BC-LJ,两金占流动资产比重（％）,14.2,20.5,26.4,36.8,53.9,港口业,030401,G553
20210118010118,2019/12,A,JY,四、经营增长状况,,,,,,公共设施管理业,0802,
20210118004220,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,94.1,96.1,98.4,102.8,107.1,摩托车制造业,01110403,C375
20210118006062,2019/12,L,6025,销售（营业）利润增长率（％）,16.1,10.3,0.7,-3.1,-21.1,轻工业,0115,null
20210118003724,2019/12,A,BC-LJ,两金占流动资产比重（％）,21.1,28.4,44.5,54.4,64.4,轻纺设备制造业,01110303,C355
20210118002219,2019/12,S,662,总资产周转率（次）,2.5,1.7,1.3,0.9,0.5,食品工业,0107,C13
20210118008755,2019/12,A,ZC-NPAR,不良资产比率（％）,0.5,1,2,3,5.3,食品、饮料及烟草制品批发与零售,050101,F512
20210118000972,2019/12,A,6007,已获利息倍数,5.7,3.6,2.2,0.6,-2.4,有色金属矿采选业,010302,"B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939"
20210118005078,2019/12,S,BC-RC,成本费用占营业总收入比重（％）,85.7,90.8,95.4,98,102.3,电子工业,0112,C39
20210118001914,2019/12,A,YL,一、盈利能力状况,,,,,,塑料制品业,010506,
20210118010676,2019/12,A,717,现金流动负债比率（％）,23.1,16.1,7.3,-9.1,-15,传播与文化业,09,R85
20210118009939,2019/12,A,YL-ROC,资本收益率（％）,13.7,9,4.8,1.7,-7.3,社会服务业,08,L
20210118002157,2019/12,L,ZC-RRCA,资产现金回收率（％）,18.7,11.6,5.1,-0.7,-3,食品工业,0107,C13
20210118002161,2019/12,L,602,速动比率（％）,139.4,122.5,97,80.4,65.6,食品工业,0107,C13
20210118010403,2019/12,A,662,总资产周转率（次）,0.5,0.4,0.3,0.2,0.1,经营性投资公司,080502,null
20210118008119,2019/12,S,648,净资产收益率（％）,7.1,3.6,1.9,-4.5,-7.6,机场,030501,G5631
20210118003528,2019/12,S,BC-EVAR,经济增加值率（％）,10.9,6.2,2.4,-4,-10.2,专用设备制造业,011103,C35
20210118011280,2019/12,A,652,存货周转率（次）,17.1,10.8,6.5,4.1,3,地方冶金工业,1202,null
20210118009028,2019/12,S,ZW-CLR,或有负债比率（％）,1.9,2.8,7.5,16.1,25.4,物资贸易,0502,F516
20210118008454,2019/12,A,YL-ROC,资本收益率（％）,23.2,15.7,8.9,3.7,-1.6,计算机服务与软件业,0402,I65
20210118011884,2019/12,A,YL-SCPM,盈余现金保障倍数,11,4.6,0.6,-0.1,-0.9,地方传播与文化业,19,null
20210118011400,2019/12,A,6007,已获利息倍数,4.2,2.9,1.8,0.1,-2.9,地方食品工业,1206,null
20210118002712,2019/12,A,YL-ROC,资本收益率（％）,20.4,16.2,12.2,6,0.7,丝绢纺织业,010904,C174
20210118003966,2019/12,A,YL-ROC,资本收益率（％）,14.8,8.7,5.4,3.2,-6.1,铁路运输设备制造业,01110401,C371
20210118000541,2019/12,A,ZW,三、债务风险状况,,,,,,天然原油和天然气开采业,010201,
20210118006344,2019/12,A,662,总资产周转率（次）,1.6,1.1,0.9,0.6,0.3,啤酒制造业,01150202,C1513
20210118004436,2019/12,L,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,电气机械及器材制造业,011105,C38
20210118006803,2019/12,L,640,成本费用利润率（％）,3.9,2.4,1.9,1.1,0.1,建筑业,02,E47
20210118004125,2019/12,A,YL,一、盈利能力状况,,,,,,汽车整车制造业,0111040201,
20210118002513,2019/12,L,640,成本费用利润率（％）,8.4,5.5,2.7,-0.3,-5.4,纺织工业,0109,C17
20210118010732,2019/12,A,ZC,二、资产质量状况,,,,,,广播电影电视业,0902,
20210118008046,2019/12,A,652,存货周转率（次）,21.5,17.1,12.3,8.1,4,机场,030501,G5631
20210118005051,2019/12,S,703,总资产报酬率（％）,8.5,5.2,4.2,-1,-4.6,电子工业,0112,C39
20210118001030,2019/12,A,ZC,二、资产质量状况,,,,,,有色金属冶炼业,010304,
20210118001014,2019/12,A,697,总资产增长率（％）,7.8,5.9,1.9,0.1,-4.6,黑色金属冶炼业,010303,C31
20210118007720,2019/12,A,BC-EBITDAR,EBITDA率（％）,26.8,17.7,11.6,5.2,0.7,高速公路,030201,null
20210118006511,2019/12,A,ZC-NPAR,不良资产比率（％）,0.2,1.2,2.7,10.2,26.4,造纸及纸制品业,011506,C22
20210118006771,2019/12,A,YL-ROC,资本收益率（％）,18.7,11.7,5.8,1.2,-3.4,建筑业,02,E47
20210118001925,2019/12,A,658,流动资产周转率（次）,2.7,2,1.4,1.2,1,塑料制品业,010506,C292
20210118011759,2019/12,A,658,流动资产周转率（次）,6.5,3.7,2,1.4,0.8,地方批发和零售贸易业,15,null
20210118005471,2019/12,M,BC,五、补充资料,,,,,,电力生产业,011301,
20210118005518,2019/12,A,ZC,二、资产质量状况,,,,,,火力发电业,01130101,
20210118005298,2019/12,L,707,带息负债比率（％）,46.6,55.8,65,71.6,79.3,电力热力燃气工业,0113,D44
20210118002702,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,101.6,102.2,104.3,113.5,119.9,麻纺织业,010903,C173
20210118005926,2019/12,A,ZW-CLR,或有负债比率（％）,0.4,2.4,4.4,9.1,16.6,热力生产和供应业,011303,D443
20210118000869,2019/12,M,658,流动资产周转率（次）,4.1,2.7,1.7,1.1,0.7,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118010076,2019/12,A,658,流动资产周转率（次）,2.9,1.5,0.6,0.5,0.4,信息咨询服务业,0801,L722
20210118008363,2019/12,M,612,资产负债率（％）,53.6,58.6,63.6,73.6,88.6,信息技术服务业,04,I63
20210118007971,2019/12,A,707,带息负债比率（％）,40,49.2,61,84.5,94.9,港口业,030401,G553
20210118002107,2019/12,S,BC-LJ,两金占流动资产比重（％）,12.7,24.6,51.2,70.3,75.3,森林工业,0106,C20
20210118011906,2019/12,A,BC,五、补充资料,,,,,,地方传播与文化业,19,
20210118008963,2019/12,L,JY,四、经营增长状况,,,,,,物资贸易,0502,
20210118010406,2019/12,A,658,流动资产周转率（次）,1.4,1,0.6,0.4,0.2,经营性投资公司,080502,null
20210118008306,2019/12,A,6025,销售（营业）利润增长率（％）,15.4,12,5.2,-1.2,-5.8,信息技术服务业,04,I63
20210118003444,2019/12,L,ZC-RRCA,资产现金回收率（％）,10.9,7.3,2.7,-1.3,-3.7,专用设备制造业,011103,C35
20210118010585,2019/12,A,JY-TIR,技术投入比率（％）,6.6,3.6,1.8,0.9,0.1,产权交易服务业,0809,null
20210118008280,2019/12,S,BC-EVAR,经济增加值率（％）,3.8,1.4,-0.6,-3.8,-8.5,仓储业,0306,G59
20210118001715,2019/12,L,BC-CAR,资本积累率（％）,34.1,23.2,11.1,-0.3,-19.3,基础化学原料制造业,010501,C261
20210118008544,2019/12,L,BC-EVAR,经济增加值率（％）,7.2,3.4,1.3,-3.6,-9,批发和零售贸易业,05,F51
20210118005056,2019/12,S,ZC,二、资产质量状况,,,,,,电子工业,0112,
20210118009162,2019/12,A,6024,销售（营业）增长率（％）,17.3,12.2,2.7,-5.2,-14.8,粮食业,0503,F511
20210118001590,2019/12,M,YL-ROC,资本收益率（％）,19.2,15,8.9,-0.6,-8.3,化学工业,0105,B1020
20210118005678,2019/12,L,703,总资产报酬率（％）,9.6,7.8,5.5,1.6,-1,水力发电业,01130102,D4412
20210118006956,2019/12,L,BC,五、补充资料,,,,,,房屋和土木工程建筑业,0201,
20210118003084,2019/12,A,6007,已获利息倍数,6.8,5,2.5,-0.1,-4,金属制品业,011101,"C332,C333,C334,C336,C337,C338,C339"
20210118009692,2019/12,L,6025,销售（营业）利润增长率（％）,24.8,15.3,5.9,0.2,-3.6,房地产业,07,K70
20210118001726,2019/12,M,ZC-NPAR,不良资产比率（％）,0.4,1.2,3.6,7.4,13.5,基础化学原料制造业,010501,C261
20210118003463,2019/12,L,BC-EBITDAR,EBITDA率（％）,21,15.9,8.7,3.2,-1.2,专用设备制造业,011103,C35
20210118003504,2019/12,S,YL-ROC,资本收益率（％）,11.7,6,2.9,-7.9,-17.3,专用设备制造业,011103,C35
20210118009730,2019/12,M,BC-LJ,两金占流动资产比重（％）,26.7,39.3,46.2,60.1,66.3,房地产业,07,K70
20210118004253,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,93.2,94.5,95.8,98,101.7,自行车制造业,01110404,C376
20210118003237,2019/12,S,6016,销售（营业）利润率（％）,15.6,11.9,3.3,-1.3,-9.4,通用设备制造业,011102,C34
20210118000218,2019/12,M,JY,四、经营增长状况,,,,,,工业,01,
20210118002970,2019/12,L,YL,一、盈利能力状况,,,,,,机械工业,0111,
20210118009222,2019/12,M,6007,已获利息倍数,3.3,2.7,1.7,-0.1,-1.9,粮食业,0503,F511
20210118011135,2019/12,A,612,资产负债率（％）,53.6,58.6,63.6,73.6,88.6,渔业,1004,A04
20210118009014,2019/12,S,640,成本费用利润率（％）,5.7,3.1,1.4,-4.7,-14.9,物资贸易,0502,F516
20210118003747,2019/12,A,707,带息负债比率（％）,11.4,15,37.3,47.1,56.9,农林牧渔水利业机械制造业,01110304,null
20210118006736,2019/12,S,YL-SCPM,盈余现金保障倍数,2.4,1.1,0.5,-2,-3.9,其他工业,0116,null
20210118010609,2019/12,A,602,速动比率（％）,121.8,91.2,71.4,55.4,44,市场管理服务业,0810,L7291
20210118002377,2019/12,M,648,净资产收益率（％）,25.4,19.5,15.1,5.9,-1.9,烟草工业,0108,C16
20210118001360,2019/12,A,ZC,二、资产质量状况,,,,,,水泥及石膏制品制造业,010403,
20210118007638,2019/12,M,6007,已获利息倍数,4,2.8,1.5,-0.1,-0.9,道路运输业,0302,G54
20210118001903,2019/12,A,JY-CPAR,资本保值增值率（％）,109.5,106.3,103.8,99.5,94,橡胶制品业,010505,C291
20210118007685,2019/12,S,BC-RC,成本费用占营业总收入比重（％）,85.5,90.3,96.2,106.5,117.3,道路运输业,0302,G54
20210118004080,2019/12,M,6024,销售（营业）增长率（％）,14,7.1,-1.6,-5.3,-10,汽车制造业,01110402,C36
20210118008731,2019/12,S,ZW-CLR,或有负债比率（％）,0.3,0.8,5.5,14.1,23.4,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118008723,2019/12,S,658,流动资产周转率（次）,4.7,3.6,1.9,1.3,1,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118003442,2019/12,L,ZC-NPAR,不良资产比率（％）,0.2,1.1,1.9,5.9,10.7,专用设备制造业,011103,C35
20210118011532,2019/12,A,6007,已获利息倍数,7.3,5.7,3.9,0.9,-3.1,地方汽车制造业,120901,null
20210118007341,2019/12,A,6007,已获利息倍数,5.5,3.9,2.3,1.1,0,建筑装饰业,0203,E50
20210118001135,2019/12,M,ZW,三、债务风险状况,,,,,,建材工业,0104,
20210118010185,2019/12,A,6024,销售（营业）增长率（％）,11.4,7.3,2.6,-6,-12.9,工程管理服务业,080301,M7481
20210118009182,2019/12,L,662,总资产周转率（次）,1.5,1.2,1,0.8,0.7,粮食业,0503,F511
20210118005526,2019/12,A,6007,已获利息倍数,87.6,4.4,3,2.2,-0.3,火力发电业,01130101,D4411
20210118003294,2019/12,A,652,存货周转率（次）,6.6,3.7,2.2,1.4,0.9,锅炉及原动机制造业,01110201,C341
20210118006187,2019/12,A,602,速动比率（％）,130.3,108.5,73.8,54,36.7,酒和饮料制造业,011502,C15
20210118005159,2019/12,A,658,流动资产周转率（次）,2.7,2,1.5,1.3,1.1,电子计算机制造业,011203,C391
20210118000575,2019/12,L,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,天然原油和天然气开采业,010201,B07
20210118010175,2019/12,A,658,流动资产周转率（次）,1.7,1,0.7,0.5,0.4,工程管理服务业,080301,M7481
20210118011019,2019/12,M,BC-EVAR,经济增加值率（％）,11.2,7.4,1.2,-4.2,-8.8,农业,1001,A01
20210118009936,2019/12,A,6016,销售（营业）利润率（％）,18,12.3,6.7,-5.1,-13.1,社会服务业,08,L
20210118006707,2019/12,M,662,总资产周转率（次）,1.4,0.9,0.6,0.2,0.1,其他工业,0116,null
20210118003693,2019/12,A,BC-EVAR,经济增加值率（％）,14.2,7.8,0.9,-4.1,-12.4,化工木材非金属加工设备制造业,01110302,null
